timestamp,wrist_accel_magnitude_vs_ankle_accel_magnitude,wrist_accel_magnitude_vs_ecg_value,wrist_accel_magnitude_vs_orientation,ankle_accel_magnitude_vs_ecg_value,ankle_accel_magnitude_vs_orientation,ecg_value_vs_orientation
2025-03-11 23:43:57.400,-0.06260159869271195,0.1482842818330144,-0.01358852918825355,0.06798036988563194,0.0014295923640307157,0.03768132261290669
2025-03-11 23:44:27.400,0.0033407986644360503,-0.03892396137137007,-0.047674540632765994,-0.0028099224009996266,0.15338672949094367,0.14345864717679138
2025-03-11 23:44:57.400,0.03130063406105612,-0.027331857587355863,-0.022049933167044525,-0.0600910646660732,-0.01048718176320567,0.12130328404715805
2025-03-11 23:45:27.400,0.063862390267983,-0.02092401473516063,0.02535229437316467,-0.0020471856824422585,0.013289348821677873,0.0659615331625599
2025-03-11 23:45:57.400,0.061534186441423055,0.009160294018910418,0.05933072954915125,0.013681844488741041,0.008540236366072347,-0.08259395707699561
2025-03-11 23:46:27.400,0.05352014941804916,0.000940808970175835,0.00779749262209142,-0.024758976747678213,0.1726247346987421,-0.11856312374396101
2025-03-11 23:46:57.400,0.034630122018410994,-0.003566993946542902,-0.014609003365683685,-0.07459189205397636,0.040391094051092,-0.06393831859343614
2025-03-11 23:47:27.400,-0.008746258015194195,-0.03847233954494317,-0.006899667324948185,-0.02952870471633106,0.0021595008467445932,-0.017233243055961214
2025-03-11 23:47:57.400,-0.011451475395337073,-0.0553699014164573,0.005070959607540971,0.029470171660500647,0.04579155691993705,-0.007069111455009348
2025-03-11 23:48:27.400,0.004266575449987039,0.20851342298957845,0.0673002723390725,0.057951823936506115,0.015569350829245415,-0.11229694713820385
2025-03-11 23:48:57.400,-0.06779217831436211,0.25235437550348616,0.04533662030719272,0.03128038908266984,-0.015900567908813192,-0.09237457644803329
2025-03-11 23:49:27.400,-0.11482521287505133,0.25174974654765636,-0.004098477296394591,0.015132433543208137,-0.013886768029383349,0.014125826596179704
2025-03-11 23:49:57.400,-0.023724333283546863,0.017702452612806622,-0.03207095074251266,-0.020719724620831034,0.10521600098182272,0.02954230910671623
2025-03-11 23:50:27.400,0.0414833093104542,0.008507111933375475,-0.024277556378207884,0.05011052950797639,0.07594577507812011,0.027681138947066766
2025-03-11 23:50:57.400,0.08538009659668766,0.11483624440838225,-0.057002984673521745,0.006403285170093568,-0.20731435152613567,0.03929020021510778
2025-03-11 23:51:27.400,0.029892185371883956,0.1308596089958878,-0.01057497147178865,0.05076006742744682,-0.05295589043084723,0.002742770694308089
2025-03-11 23:51:57.400,0.03131949656062097,0.20992811998825386,0.024630424317886274,-0.03613060121125194,-0.09752347634119292,0.015169784507272256
2025-03-11 23:52:27.400,0.03646579509678796,0.2093752838046984,-0.03974346340672015,-0.04587553518351986,0.010340530182883334,-0.035286768350159536
2025-03-11 23:52:57.400,-0.03820364442855607,0.16331328683388702,-0.012417641863079034,-0.4233810857580849,0.08642594555025383,0.07751407540312066
2025-03-11 23:53:27.400,-0.03486988311977691,0.1520960720965989,-0.03412175974119525,-0.26987812489539886,-0.07839029493518095,0.3324745331740816
2025-03-11 23:53:57.400,0.02793434804135292,0.07424160801968398,-0.00027343393042290686,-0.047319025436264026,0.0077464910157891845,-0.0066889607006771715
2025-03-11 23:54:27.400,0.05711981722744378,0.05564579548645511,0.01469317775875868,-0.0029202432156292283,-0.00607822127992485,0.5059549847862491
2025-03-11 23:54:57.400,0.014639615082893158,-0.022799733951709058,-0.0251767788471351,0.018563160000906218,-0.04923575362960712,0.010998832937120721
2025-03-11 23:55:27.400,-0.014258313088930313,0.017538102435740173,-0.018408880198824935,-0.1522809275224027,-0.021513919597205507,0.12654872110161208
2025-03-11 23:55:57.400,-0.015844297576033305,0.0467117832262941,-0.011659677287992231,-0.16853164899477344,0.1163701447182579,-0.5415421442880441
2025-03-11 23:56:27.400,0.1341281466292811,0.03416935486192227,-0.016878662417630308,0.08766389844302767,-0.031364158368763564,-0.006350958054573875
2025-03-11 23:56:57.400,0.010576721048763602,0.025750533793641263,-0.01476062290213759,0.04657966326338329,0.04731121400805891,-0.14237974464355302
2025-03-11 23:57:27.400,0.04445386922509234,0.009952036696756634,-0.009192092452582795,-0.0804952107015567,0.0400426134599009,-0.025245587818086182
2025-03-11 23:57:57.400,0.06375585968160795,0.0069021545233336,0.022961372734008615,-0.05212003894654608,0.061760286553593786,-0.5248989829295517
2025-03-11 23:58:27.400,0.05554014010913754,-0.005158517103820058,0.004235295244357984,0.00798228137241346,0.014746050017153836,-0.34851777205980167
2025-03-11 23:58:57.400,-0.25565275780480406,-0.05292335652448766,0.006218591174838767,-0.024041220722305877,-0.023916377471805025,-0.16959918796982631
2025-03-11 23:59:27.400,-0.22823508903959577,0.0015315160307789305,-0.01403484282355157,-0.20005872619403736,0.23182999983468175,-0.26897307189534614
2025-03-11 23:59:57.400,-0.06666319071122614,-0.022108464561353784,-0.05772563450083618,-0.3024419688543098,0.3245139242944561,-0.43751237668918813
2025-03-12 00:00:27.400,-0.005313171583279662,0.024404504531967956,0.013042922105946176,-0.13598584645717793,-0.009778945969761244,-0.05639993945978688
2025-03-12 00:00:57.400,0.0029492629442559415,-0.010461477979421154,0.027363457753626096,0.12420456710231387,-0.04633299484786823,0.026316578446979096
2025-03-12 00:01:27.400,0.00013960724180863695,0.06082302333404653,0.013309473636538248,-0.05603673343125808,0.0023961161259727663,0.15796983624212088
2025-03-12 00:01:57.400,0.09415678292935,0.011703194446573079,-0.0017111974968513587,0.2266533765840135,-0.013630499878954426,-0.07212184323642751
